playerID,week,year,injuryStatus,primaryInjury,practiceStatus
00-0038621,6,2023,Out,Concussion,Did Not Participate In Practice
00-0030090,11,2023,,,Full Participation in Practice
00-0036556,16,2023,,,Full Participation in Practice
00-0031254,16,2023,,,Full Participation in Practice
00-0023459,18,2023,Out,Achilles,Limited Participation in Practice
00-0033841,19,2017,Questionable,Ankle,Limited Participation in Practice
00-0033760,1,2018,,,Full Participation in Practice
00-0029709,15,2018,Questionable,Knee,Limited Participation in Practice
00-0032977,6,2018,Out,Knee,Did Not Participate In Practice
00-0026164,5,2016,,,Did Not Participate In Practice
00-0032244,11,2018,,,Full Participation in Practice
00-0035823,5,2022,Out,Groin,Did Not Participate In Practice
00-0036339,11,2022,,,Full Participation in Practice
00-0029764,10,2020,Questionable,Calf,Limited Participation in Practice
00-0035629,9,2024,Out,Knee,Limited Participation in Practice
00-0030463,11,2017,Questionable,Ankle,Limited Participation in Practice
00-0031256,4,2021,Questionable,Knee,Limited Participation in Practice
00-0029164,11,2018,Questionable,Back,Limited Participation in Practice
00-0036933,7,2021,,,Full Participation in Practice
00-0027882,13,2016,Out,Groin,Did Not Participate In Practice
00-0036635,9,2024,,,Limited Participation in Practice
00-0026180,1,2015,Out,Hamstring,Did Not Participate In Practice
00-0034527,17,2020,,,Full Participation in Practice
00-0029886,6,2015,Probable,Knee,Limited Participation in Practice
00-0039309,7,2024,,,Full Participation in Practice
00-0027972,6,2015,,,Did Not Participate In Practice
00-0029786,3,2017,Out,Concussion,Did Not Participate In Practice
00-0033548,10,2017,Questionable,Hamstring,Full Participation in Practice
00-0028002,6,2019,Questionable,Hip,Did Not Participate In Practice
00-0033559,12,2018,Questionable,Shoulder,Limited Participation in Practice
00-0033976,9,2019,Questionable,Elbow,Full Participation in Practice
00-0029630,14,2021,Questionable,Knee,Limited Participation in Practice
00-0029764,12,2021,Questionable,Illness,"
    "
00-0027939,16,2018,Out,right Shoulder,Did Not Participate In Practice
00-0034468,10,2018,,,Limited Participation in Practice
00-0031381,3,2020,Doubtful,Hamstring,Did Not Participate In Practice
00-0036422,12,2021,,,Did Not Participate In Practice
00-0038121,3,2022,Out,Knee,Did Not Participate In Practice
00-0030228,9,2020,Out,Concussion,Did Not Participate In Practice
00-0034145,7,2021,,,Full Participation in Practice
00-0034351,12,2023,Out,Forearm,Did Not Participate In Practice
00-0026618,14,2015,Probable,Not Injury Related,Full Participation in Practice
00-0024338,9,2018,,,Full Participation in Practice
00-0029255,6,2021,,,Full Participation in Practice
00-0032053,13,2019,,,Full Participation in Practice
00-0034381,13,2024,,,Full Participation in Practice
00-0030443,18,2017,,,Limited Participation in Practice
00-0033439,13,2024,,,Full Participation in Practice
00-0031557,6,2017,,,Full Participation in Practice
00-0030147,8,2018,,,Full Participation in Practice
00-0029560,8,2016,,,Full Participation in Practice
00-0033050,1,2020,,,Full Participation in Practice
00-0035642,2,2020,,,Full Participation in Practice
00-0027875,15,2015,Probable,Ankle,Limited Participation in Practice
00-0029087,14,2017,Questionable,Knee,Limited Participation in Practice
00-0025415,7,2017,,,Full Participation in Practice
00-0032792,2,2019,Doubtful,left Wrist,Limited Participation in Practice
00-0032450,12,2017,Out,Hip,Did Not Participate In Practice
00-0032353,16,2020,,,Did Not Participate In Practice
00-0027022,4,2017,,,Full Participation in Practice
00-0036945,18,2021,,,Full Participation in Practice
00-0034830,17,2024,Questionable,Illness,Did Not Participate In Practice
00-0036321,13,2022,Questionable,Knee,Limited Participation in Practice
00-0029764,14,2018,Questionable,Hamstring,Limited Participation in Practice
00-0030068,14,2022,,,Full Participation in Practice
00-0034345,9,2024,,,Full Participation in Practice
00-0033699,12,2018,,,Full Participation in Practice
00-0031619,2,2015,Probable,Shoulder,Full Participation in Practice
00-0038563,13,2024,,,Limited Participation in Practice
00-0033541,6,2018,,,Full Participation in Practice
00-0022161,5,2018,,,Did Not Participate In Practice
00-0033127,19,2019,Questionable,Groin,Limited Participation in Practice
00-0035992,9,2023,Out,Calf,Did Not Participate In Practice
00-0030456,19,2021,Questionable,Hip,"
    "
00-0037034,8,2022,Questionable,Hamstring,Limited Participation in Practice
00-0032169,3,2015,Doubtful,Knee,Limited Participation in Practice
00-0033524,11,2018,Out,Hamstring,Did Not Participate In Practice
00-0032320,12,2020,Questionable,Calf,Limited Participation in Practice
00-0031364,9,2024,,,Full Participation in Practice
00-0038404,18,2024,Questionable,Ankle,Limited Participation in Practice
00-0026839,12,2018,,,Full Participation in Practice
00-0033969,18,2019,Questionable,Hamstring,Limited Participation in Practice
00-0027855,10,2021,,,Did Not Participate In Practice
00-0031237,19,2022,Questionable,Knee,Limited Participation in Practice
00-0025470,16,2016,,,Full Participation in Practice
00-0032402,3,2021,,,Full Participation in Practice
00-0036212,17,2024,Questionable,Hip,Limited Participation in Practice
00-0025408,2,2015,Probable,Groin,Full Participation in Practice
00-0027325,15,2015,,,Did Not Participate In Practice
00-0034376,21,2024,,,Full Participation in Practice
00-0029421,10,2017,Questionable,Back,Limited Participation in Practice
00-0031382,9,2019,,,Limited Participation in Practice
00-0030098,9,2022,Out,right Hamstring,Did Not Participate In Practice
00-0032164,18,2022,Questionable,Foot,Did Not Participate In Practice
00-0031426,6,2023,Out,Knee,Did Not Participate In Practice
00-0031349,14,2015,Probable,Ankle,Full Participation in Practice
00-0027953,4,2017,,,Full Participation in Practice
00-0029239,5,2016,Out,Knee,Did Not Participate In Practice
00-0028101,2,2019,Questionable,Shoulder,Full Participation in Practice
00-0027701,4,2019,,,Full Participation in Practice
00-0035234,8,2019,Out,Knee,Did Not Participate In Practice
00-0033888,11,2021,Out,Knee,Did Not Participate In Practice
00-0035700,12,2022,Questionable,Calf,Limited Participation in Practice
00-0033885,15,2022,,,Full Participation in Practice
00-0031364,5,2015,Probable,Shoulder,Limited Participation in Practice
00-0031260,8,2017,,,Did Not Participate In Practice
00-0031254,13,2022,Out,Knee,Did Not Participate In Practice
00-0033831,17,2022,,,Full Participation in Practice
00-0027867,11,2020,,,Did Not Participate In Practice
00-0027885,20,2022,,,Full Participation in Practice
00-0032971,6,2023,,,Full Participation in Practice
00-0033129,7,2016,,,Full Participation in Practice
00-0031253,4,2020,Questionable,Hip,Limited Participation in Practice
00-0036441,4,2021,Questionable,Ankle,Limited Participation in Practice
00-0027857,7,2022,,,Full Participation in Practice
00-0027939,16,2017,,,Full Participation in Practice
00-0031550,14,2019,,,Full Participation in Practice
00-0025512,11,2016,Questionable,Shoulder,Full Participation in Practice
00-0035233,16,2022,,,Did Not Participate In Practice
00-0038577,12,2023,,,Full Participation in Practice
00-0033127,12,2017,Out,Ribs,Did Not Participate In Practice
00-0033875,16,2019,,,Full Participation in Practice
00-0027681,15,2016,,,Full Participation in Practice
00-0030288,6,2016,,,Full Participation in Practice
00-0033888,11,2018,,,Full Participation in Practice
00-0036613,13,2021,,,Full Participation in Practice
00-0029008,3,2024,,,Limited Participation in Practice
00-0035409,4,2024,Out,Foot,Did Not Participate In Practice
00-0034345,1,2019,Questionable,Ankle,Limited Participation in Practice
00-0033282,13,2021,Questionable,Groin,Limited Participation in Practice
00-0032211,5,2024,,,Full Participation in Practice
00-0030431,8,2024,,,Full Participation in Practice
00-0032165,12,2016,Questionable,Hip,Full Participation in Practice
00-0034439,13,2019,Out,Illness,Did Not Participate In Practice
00-0036231,8,2024,Questionable,Ankle,Full Participation in Practice
00-0035507,12,2019,,,Full Participation in Practice
00-0029010,9,2017,Questionable,Elbow,Limited Participation in Practice
00-0034374,14,2021,Out,Calf,Did Not Participate In Practice
00-0035537,19,2024,,,Full Participation in Practice
00-0037348,9,2022,Questionable,Knee,Limited Participation in Practice
00-0021140,14,2016,,,Full Participation in Practice
00-0031489,13,2020,,,Full Participation in Practice
00-0036660,3,2022,,,Full Participation in Practice
00-0026223,5,2016,,,Did Not Participate In Practice
00-0034352,4,2023,Questionable,Groin,Limited Participation in Practice
00-0031557,9,2020,Questionable,Hamstring,Limited Participation in Practice
00-0027885,6,2018,,,Full Participation in Practice
00-0033055,1,2018,,,Full Participation in Practice
00-0033288,16,2017,,,Full Participation in Practice
00-0036322,6,2021,,,Limited Participation in Practice
00-0036603,10,2022,Doubtful,Knee,Did Not Participate In Practice
00-0036567,6,2023,Questionable,Knee,Limited Participation in Practice
00-0035663,10,2024,,,Full Participation in Practice
00-0038788,15,2024,,,Full Participation in Practice
00-0038039,17,2022,Out,Knee,Did Not Participate In Practice
00-0039075,14,2023,,,Full Participation in Practice
00-0030279,1,2024,Questionable,Heel,Full Participation in Practice
00-0030527,7,2015,Out,Ankle,Did Not Participate In Practice
00-0035294,10,2019,,,Full Participation in Practice
00-0036293,10,2020,Questionable,Knee,Full Participation in Practice
00-0035437,3,2021,Out,Ankle,Did Not Participate In Practice
00-0031297,8,2021,Doubtful,Concussion,Did Not Participate In Practice
00-0033536,3,2023,,,Full Participation in Practice
00-0030068,11,2023,Out,Concussion,Did Not Participate In Practice
00-0029668,7,2017,Out,left Shoulder,Did Not Participate In Practice
00-0031235,14,2021,,,Did Not Participate In Practice
00-0034729,4,2021,,,Full Participation in Practice
00-0031236,18,2023,,,Limited Participation in Practice
00-0035276,8,2024,Out,Toe,Did Not Participate In Practice
00-0031349,15,2017,,,Full Participation in Practice
00-0027857,3,2018,,,Full Participation in Practice
00-0033880,14,2021,Questionable,Illness,Did Not Participate In Practice
00-0034162,10,2024,,,Full Participation in Practice
00-0031291,11,2016,,,Full Participation in Practice
00-0028037,11,2018,Doubtful,Knee,Did Not Participate In Practice
00-0029632,12,2019,Questionable,Ankle,Limited Participation in Practice
00-0032958,15,2019,,,Full Participation in Practice
00-0037322,4,2024,Doubtful,Knee,Did Not Participate In Practice
00-0033935,19,2020,,,Full Participation in Practice
00-0038554,16,2024,,,Full Participation in Practice
00-0034365,15,2023,Out,Ankle,Did Not Participate In Practice
00-0037758,6,2022,Out,Calf,Did Not Participate In Practice
00-0023516,17,2019,Doubtful,Ankle,Did Not Participate In Practice
00-0037240,19,2023,,,Full Participation in Practice
00-0029682,15,2016,,,Full Participation in Practice
00-0032764,7,2021,,,Full Participation in Practice
00-0027969,12,2021,,,Full Participation in Practice
00-0036158,17,2022,,,Did Not Participate In Practice
00-0031281,3,2016,,,Full Participation in Practice
00-0027081,6,2017,,,Full Participation in Practice
00-0028063,5,2017,,,Full Participation in Practice
00-0034373,6,2021,Out,Ankle,Did Not Participate In Practice
00-0035643,16,2024,,,Full Participation in Practice
00-0030060,16,2018,,,Full Participation in Practice
00-0031313,7,2017,Out,Concussion,Did Not Participate In Practice
00-0032432,2,2019,,,Full Participation in Practice
00-0034778,18,2023,Questionable,Concussion,Full Participation in Practice
00-0035624,10,2020,Questionable,Concussion,Limited Participation in Practice
00-0038038,11,2024,,,Full Participation in Practice
00-0037819,15,2023,,,Full Participation in Practice
00-0029530,5,2018,Out,Knee,Did Not Participate In Practice
00-0028040,9,2016,Out,Concussion,Did Not Participate In Practice
00-0030300,3,2019,,,Full Participation in Practice
00-0027874,10,2019,Questionable,Hamstring,Limited Participation in Practice
00-0030061,2,2022,,,Full Participation in Practice
00-0031426,3,2022,,,Limited Participation in Practice
00-0037195,4,2024,,,Full Participation in Practice
00-0035631,16,2021,,,Full Participation in Practice
00-0027583,7,2015,Out,Hamstring,Did Not Participate In Practice
00-0026618,10,2016,Out,Knee,Did Not Participate In Practice
00-0026166,14,2018,,,Full Participation in Practice
00-0033889,8,2019,,,Limited Participation in Practice
00-0034750,4,2019,Questionable,Hamstring,Full Participation in Practice
00-0036893,6,2024,,,Full Participation in Practice
00-0035272,11,2024,,,Full Participation in Practice
00-0027656,12,2021,,,Did Not Participate In Practice
00-0032054,11,2020,,,Full Participation in Practice
00-0035021,13,2024,Out,Ankle,Did Not Participate In Practice
00-0031298,5,2018,Questionable,Hamstring,Did Not Participate In Practice
00-0033571,3,2022,,,Full Participation in Practice
00-0026307,4,2016,,,Full Participation in Practice
00-0026028,2,2015,Questionable,Ankle,Full Participation in Practice
00-0030107,8,2018,Out,Knee,Did Not Participate In Practice
00-0033734,4,2019,Out,Groin,Did Not Participate In Practice
00-0031950,3,2019,Out,Hamstring,Did Not Participate In Practice
00-0030505,8,2019,,,Full Participation in Practice
00-0036615,6,2021,,,Full Participation in Practice
00-0036569,17,2021,,,Did Not Participate In Practice
00-0037094,5,2024,Questionable,Calf,Limited Participation in Practice
00-0033954,12,2021,Questionable,Quadricep,Limited Participation in Practice
00-0037093,5,2022,Out,Quadricep,Did Not Participate In Practice
00-0032789,17,2017,Doubtful,Ankle,Limited Participation in Practice
00-0027061,15,2021,,,Full Participation in Practice
00-0024272,14,2015,Probable,Toe,Limited Participation in Practice
00-0033555,10,2023,Out,Ankle,Did Not Participate In Practice
00-0039430,14,2024,Questionable,Knee,Full Participation in Practice
00-0031089,12,2017,Questionable,Knee,Did Not Participate In Practice
00-0038905,13,2023,Questionable,right Groin,Limited Participation in Practice
00-0036232,13,2024,,,Full Participation in Practice
00-0028986,19,2022,,,Did Not Participate In Practice
00-0030386,14,2021,Questionable,Wrist,Limited Participation in Practice
00-0027873,4,2018,,,Full Participation in Practice
00-0036967,15,2022,Questionable,Hip,Full Participation in Practice
00-0027791,6,2016,Questionable,Knee,Did Not Participate In Practice
00-0028042,14,2016,Out,Ankle,Did Not Participate In Practice
